wavelength[nm], QE
345.0, 0.0
349.14728682170545, 24.15584415584415
352.8682170542636, 25.1948051948052
356.58914728682174, 26.753246753246742
360.3100775193799, 28.441558441558442
364.6511627906977, 30.649350649350637
365.2713178294574, 31.948051948051955
367.7519379844961, 33.896103896103895
371.47286821705427, 35.97402597402598
375.81395348837214, 37.14285714285714
380.15503875968994, 38.18181818181817
388.21705426356596, 39.09090909090909
398.13953488372096, 41.038961038961034
401.8604651162791, 42.07792207792207
409.30232558139534, 44.8051948051948
417.36434108527135, 44.15584415584416
422.94573643410854, 43.89610389610389
429.76744186046517, 44.41558441558441
434.7286821705427, 45.19480519480519
442.79069767441865, 45.584415584415574
448.9922480620155, 44.02597402597402
456.4341085271318, 44.285714285714285
460.15503875968994, 45.06493506493506
466.35658914728685, 46.623376623376615
471.3178294573644, 48.57142857142856
473.79844961240315, 50.12987012987012
480, 51.55844155844155
483.1007751937985, 52.98701298701298
484.9612403100775, 53.896103896103895
489.3023255813954, 54.54545454545454
497.984496124031, 55.19480519480519
502.94573643410854, 55.714285714285715
506.04651162790697, 57.4025974025974
512.8682170542636, 58.7012987012987
518.4496124031008, 59.480519480519476
529.6124031007752, 59.6103896103896
543.8759689922481, 59.74025974025974
550.077519379845, 60.38961038961038
555.6589147286821, 60.12987012987012
557.5193798449612, 59.74025974025974
564.9612403100775, 59.74025974025974
577.3643410852713, 59.74025974025974
586.046511627907, 59.22077922077922
592.2480620155039, 57.79220779220779
599.0697674418604, 55.97402597402597
604.6511627906978, 55.714285714285715
608.9922480620155, 55.32467532467532
616.4341085271318, 54.675324675324674
621.3953488372093, 53.5064935064935
629.4573643410853, 52.07792207792207
637.5193798449612, 51.94805194805194
645.5813953488372, 49.6103896103896
653.0232558139535, 47.012987012987004
660.4651162790698, 45.454545454545446
669.1472868217055, 43.76623376623376
676.5891472868217, 43.5064935064935
680.3100775193798, 43.5064935064935
684.6511627906976, 42.2077922077922
690.232558139535, 40.77922077922078
697.0542635658915, 41.94805194805194
700.15503875969, 42.2077922077922
705.7364341085272, 41.688311688311686
710.077519379845, 41.16883116883117
715.0387596899225, 41.81818181818181
718.7596899224807, 42.2077922077922
721.8604651162791, 40.90909090909091
724.9612403100775, 39.480519480519476
728.6821705426357, 38.7012987012987
735.5038759689922, 39.09090909090909
737.984496124031, 39.35064935064935
742.3255813953489, 37.92207792207792
746.6666666666666, 36.75324675324674
751.6279069767443, 35.45454545454545
758.4496124031008, 34.93506493506493
762.7906976744185, 35.32467532467531
770.232558139535, 36.36363636363636
773.953488372093, 35.06493506493506
777.0542635658915, 33.63636363636364
783.8759689922481, 33.376623376623385
787.5968992248062, 33.63636363636364
795.6589147286821, 32.98701298701299
802.4806201550388, 31.948051948051955
811.1627906976744, 30.909090909090907
817.3643410852713, 30.389610389610382
824.186046511628, 28.83116883116884
830.3875968992248, 27.01298701298701
840.3100775193799, 25.454545454545453
850.2325581395348, 24.8051948051948
856.4341085271318, 22.85714285714286
865.7364341085272, 21.16883116883116
873.7984496124031, 19.610389610389603
882.4806201550388, 19.610389610389603
889.3023255813953, 18.311688311688314
897.3643410852713, 16.36363636363636
904.8062015503875, 14.545454545454533
911.6279069767442, 14.285714285714278
920.9302325581394, 13.896103896103895
929.6124031007752, 11.948051948051955
939.5348837209301, 10.649350649350637
949.4573643410853, 9.480519480519476
961.2403100775194, 8.961038961038952
970.5426356589147, 7.142857142857139
981.0852713178296, 5.324675324675326
995.3488372093024, 4.545454545454547
1005.2713178294573, 3.5064935064934986
1016.4341085271318, 2.597402597402592
1025.1162790697676, 2.077922077922082
1037.5193798449613, 1.5584415584415439
1049.922480620155, 1.1688311688311614
1059.84496124031, 0.5194805194805099
1069.1472868217054, 0.5194805194805099
1080.31007751938, 0.5194805194805099
1088.9922480620155, 0.3896103896103966
1097.0, 0.0
